werkorder_id,datum,tag,equipment_type,systeem,locatie,werkorder_type,prioriteit,faalmodus,beschrijving,responstijd_uur,reparatietijd_uur,stilstandtijd_uur,materiaalkosten_EUR,arbeidskosten_EUR,totaalkosten_EUR,terugkerend
WO-00895,2025-04-02,PAK-272,pakking,piping,Unit_400,verbetering,medium,slijtage,Tijdens ronde geconstateerd: slijtage bij PAK-272. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,14.2,2.6,0.8,213.0,158.0,371.0,0
WO-00896,2024-02-16,KLE-522,klep,instrumentatie,Unit_300,correctief,hoog,actuator defect,Tijdens ronde geconstateerd: actuator defect bij KLE-522. Root cause analyse uitgevoerd: actuator defect. Preventieve maatregel ingevoerd.,3.4,2.8,1.5,344.0,200.0,543.0,0
WO-00897,2024-10-21,ROE-131,roerder,mechanisch,Unit_300,verbetering,medium,slijtage,Operator meldt abnormaal geluid/trilling bij ROE-131 (roerder). Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,10.7,5.0,1.5,340.0,391.0,731.0,0
WO-00898,2025-03-29,ROE-470,roerder,mechanisch,Unit_200,preventief,hoog,storing,"Alarming op DCS voor ROE-470: storing gedetecteerd. Elektrische metingen uitgevoerd: isolatie 51.080809703028955 MOhm, binnen spec.",6.3,5.2,1.6,312.0,331.0,643.0,0
WO-00899,2024-08-10,DRU-998,druktransmitter,instrumentatie,Utiliteiten,preventief,medium,veroudering,Tijdens ronde geconstateerd: veroudering bij DRU-998. Root cause analyse uitgevoerd: veroudering. Preventieve maatregel ingevoerd.,1.0,2.7,0.8,117.0,180.0,297.0,0
WO-00900,2024-07-31,POM-942,pomp,mechanisch,Unit_300,verbetering,medium,motor oververhitting,Tijdens ronde geconstateerd: motor oververhitting bij POM-942. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,6.4,3.3,1.0,52.0,249.0,301.0,0
WO-00901,2024-02-25,MOT-307,motor,elektrisch,Utiliteiten,predictief,hoog,overbelasting,"Operator meldt abnormaal geluid/trilling bij MOT-307 (motor). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",4.6,0.3,0.1,86.0,18.0,104.0,0
WO-00902,2025-04-19,DRU-165,druktransmitter,instrumentatie,Utiliteiten,correctief,hoog,slijtage,Alarming op DCS voor DRU-165: slijtage gedetecteerd. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,12.3,4.4,5.3,369.0,337.0,706.0,0
WO-00903,2024-11-10,PLC-155,PLC,elektrisch,Unit_200,predictief,laag,storing,"Operator meldt abnormaal geluid/trilling bij PLC-155 (PLC). Onderdeel besteld, verwachte levertijd 2 dagen. Bypass ingeschakeld.",13.5,0.3,0.1,164.0,18.0,182.0,0
WO-00904,2025-08-27,CEN-748,centrifuge,mechanisch,Unit_400,correctief,hoog,slijtage,"Operator meldt abnormaal geluid/trilling bij CEN-748 (centrifuge). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",9.7,8.6,4.4,186.0,467.0,653.0,1
WO-00905,2024-06-15,DRU-487,druktransmitter,instrumentatie,Unit_200,correctief,medium,defect,"Tijdens ronde geconstateerd: defect bij DRU-487. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",10.1,7.2,6.4,266.0,455.0,720.0,1
WO-00906,2024-04-11,TRA-535,transportband,mechanisch,Utiliteiten,verbetering,medium,storing,Storing op TRA-535 (transportband) in Utiliteiten. Symptoom: storing. Root cause analyse uitgevoerd: storing. Preventieve maatregel ingevoerd.,4.2,3.4,1.0,192.0,239.0,431.0,0
WO-00907,2025-06-19,TRA-623,transportband,mechanisch,Unit_100,verbetering,hoog,lekkage,"Storing op TRA-623 (transportband) in Unit_100. Symptoom: lekkage. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",7.9,4.8,1.4,193.0,336.0,529.0,0
WO-00908,2024-07-10,PLC-819,PLC,elektrisch,Unit_400,preventief,medium,slijtage,"Storing op PLC-819 (PLC) in Unit_400. Symptoom: slijtage. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",13.5,2.9,0.9,589.0,162.0,751.0,0
WO-00909,2025-09-06,NIV-140,niveaumeter,instrumentatie,Unit_200,correctief,hoog,slijtage,Melding ontvangen: niveaumeter NIV-140 functioneert niet correct. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,5.8,4.4,5.5,59.0,318.0,376.0,1
WO-00910,2024-12-12,PAK-843,pakking,piping,Unit_300,correctief,laag,defect,"Tijdens ronde geconstateerd: defect bij PAK-843. Gekalibreerd volgens SOP-354, resultaten binnen spec.",35.1,3.1,3.5,91.0,174.0,265.0,0
WO-00911,2025-05-09,TRA-827,transformator,elektrisch,Unit_200,preventief,medium,slijtage,"Alarming op DCS voor TRA-827: slijtage gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",22.5,3.6,1.1,1092.0,264.0,1355.0,0
WO-00912,2025-06-05,CEN-195,centrifuge,mechanisch,Utiliteiten,preventief,hoog,storing,"Tijdens ronde geconstateerd: storing bij CEN-195. Elektrische metingen uitgevoerd: isolatie 331.11206556100007 MOhm, binnen spec.",4.1,2.1,0.6,730.0,132.0,862.0,0
WO-00913,2024-11-21,KLE-774,klep,instrumentatie,Unit_200,correctief,medium,sticking,"Operator meldt abnormaal geluid/trilling bij KLE-774 (klep). Gekalibreerd volgens SOP-270, resultaten binnen spec.",3.7,0.8,0.7,102.0,58.0,160.0,0
WO-00914,2025-06-30,SCH-452,schakelaar,elektrisch,Unit_400,verbetering,laag,lekkage,"Alarming op DCS voor SCH-452: lekkage gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",42.0,9.0,2.7,250.0,672.0,922.0,0
WO-00915,2024-09-02,DRU-230,druktransmitter,instrumentatie,Unit_300,correctief,medium,defect,"Storing op DRU-230 (druktransmitter) in Unit_300. Symptoom: defect. Vervangen door nieuw onderdeel, getest en vrijgegeven.",15.6,3.8,3.5,145.0,214.0,358.0,0
WO-00916,2024-12-05,PAK-689,pakking,piping,Unit_100,preventief,hoog,lekkage,Melding ontvangen: pakking PAK-689 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 15.694872249386696 bar.,13.0,10.3,3.1,134.0,562.0,696.0,0
WO-00917,2024-08-24,KLE-844,klep,instrumentatie,Unit_400,correctief,medium,erosie,Alarming op DCS voor KLE-844: erosie gedetecteerd. Root cause analyse uitgevoerd: erosie. Preventieve maatregel ingevoerd.,5.0,1.4,2.0,219.0,108.0,328.0,0
WO-00918,2025-05-23,TEM-576,temperatuursensor,instrumentatie,Utiliteiten,preventief,kritiek,defect,Operator meldt abnormaal geluid/trilling bij TEM-576 (temperatuursensor). Root cause analyse uitgevoerd: defect. Preventieve maatregel ingevoerd.,0.0,0.1,0.0,167.0,6.0,173.0,1
WO-00919,2024-11-11,KLE-957,klep,instrumentatie,Unit_300,preventief,medium,erosie,"Alarming op DCS voor KLE-957: erosie gedetecteerd. Elektrische metingen uitgevoerd: isolatie 215.57636750767452 MOhm, binnen spec.",13.6,0.1,0.0,156.0,7.0,163.0,0
WO-00920,2024-05-15,ROE-223,roerder,mechanisch,Utiliteiten,correctief,kritiek,storing,"Melding ontvangen: roerder ROE-223 functioneert niet correct. Onderdeel besteld, verwachte levertijd 25 dagen. Bypass ingeschakeld.",0.1,5.5,4.6,216.0,400.0,616.0,0
WO-00921,2024-01-19,POM-177,pomp,mechanisch,Unit_100,correctief,medium,afdichtingslek,"Storing op POM-177 (pomp) in Unit_100. Symptoom: afdichtingslek. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",15.6,0.7,0.9,53.0,47.0,101.0,0
WO-00922,2024-03-31,LEI-885,leiding,piping,Unit_400,preventief,hoog,slijtage,Alarming op DCS voor LEI-885: slijtage gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 7.585052919494533 bar.,0.0,0.6,0.2,663.0,42.0,705.0,0
WO-00923,2025-02-18,TRA-501,transportband,mechanisch,Unit_300,preventief,hoog,storing,"Tijdens ronde geconstateerd: storing bij TRA-501. Vervangen door nieuw onderdeel, getest en vrijgegeven.",2.1,0.5,0.2,202.0,40.0,242.0,0
WO-00924,2024-01-19,SEN-954,sensor,elektrisch,Utiliteiten,inspectie,laag,drift,"Melding ontvangen: sensor SEN-954 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",18.1,0.9,0.3,466.0,60.0,526.0,0
WO-00925,2025-09-28,FLO-278,flowmeter,instrumentatie,Unit_200,inspectie,hoog,storing,"Alarming op DCS voor FLO-278: storing gedetecteerd. Onderdeel besteld, verwachte levertijd 6 dagen. Bypass ingeschakeld.",0.5,0.2,0.0,194.0,10.0,204.0,1
WO-00926,2024-11-03,FLO-145,flowmeter,instrumentatie,Unit_100,correctief,kritiek,slijtage,"Operator meldt abnormaal geluid/trilling bij FLO-145 (flowmeter). Elektrische metingen uitgevoerd: isolatie 207.3978174540672 MOhm, binnen spec.",0.9,5.4,4.9,304.0,407.0,711.0,0
WO-00927,2024-02-11,FLE-407,flens,piping,Unit_100,preventief,hoog,slijtage,Tijdens ronde geconstateerd: slijtage bij FLE-407. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,3.2,12.2,3.7,89.0,628.0,717.0,0
WO-00928,2025-06-05,NIV-864,niveaumeter,instrumentatie,Unit_300,verbetering,laag,defect,"Operator meldt abnormaal geluid/trilling bij NIV-864 (niveaumeter). Gekalibreerd volgens SOP-893, resultaten binnen spec.",84.1,13.9,4.2,92.0,856.0,949.0,0
WO-00929,2024-09-16,TRA-212,transformator,elektrisch,Unit_200,preventief,laag,veroudering,Alarming op DCS voor TRA-212: veroudering gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 13.253130527678021 bar.,76.4,1.8,0.5,116.0,100.0,217.0,0
WO-00930,2024-03-18,VEN-373,ventilator,mechanisch,Utiliteiten,preventief,medium,slijtage,"Melding ontvangen: ventilator VEN-373 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",2.1,3.6,1.1,132.0,187.0,319.0,1
WO-00931,2025-08-19,ANA-824,analyzer,instrumentatie,Utiliteiten,correctief,medium,veroudering,"Tijdens ronde geconstateerd: veroudering bij ANA-824. Vervangen door nieuw onderdeel, getest en vrijgegeven.",2.8,15.6,19.3,241.0,1126.0,1367.0,1
WO-00932,2025-04-19,ROE-628,roerder,mechanisch,Unit_200,correctief,medium,veroudering,"Operator meldt abnormaal geluid/trilling bij ROE-628 (roerder). Onderdeel besteld, verwachte levertijd 12 dagen. Bypass ingeschakeld.",0.5,5.8,8.2,208.0,315.0,523.0,0
WO-00933,2025-05-15,VEN-316,ventilator,mechanisch,Unit_100,inspectie,hoog,veroudering,"Storing op VEN-316 (ventilator) in Unit_100. Symptoom: veroudering. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.5,2.0,0.6,154.0,131.0,285.0,0
WO-00934,2024-06-29,VEN-141,ventilator,mechanisch,Utiliteiten,correctief,hoog,veroudering,"Storing op VEN-141 (ventilator) in Utiliteiten. Symptoom: veroudering. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",4.4,8.1,8.1,309.0,587.0,896.0,0
WO-00935,2024-11-24,NIV-452,niveaumeter,instrumentatie,Unit_300,correctief,hoog,lekkage,"Storing op NIV-452 (niveaumeter) in Unit_300. Symptoom: lekkage. Onderdeel besteld, verwachte levertijd 26 dagen. Bypass ingeschakeld.",8.6,9.7,8.4,194.0,773.0,967.0,0
WO-00936,2025-08-02,EXP-534,expansievat,piping,Unit_100,inspectie,kritiek,storing,"Alarming op DCS voor EXP-534: storing gedetecteerd. Onderdeel besteld, verwachte levertijd 3 dagen. Bypass ingeschakeld.",0.0,0.5,0.2,155.0,26.0,181.0,1
WO-00937,2025-11-11,EXP-399,expansievat,piping,Unit_300,correctief,hoog,storing,"Melding ontvangen: expansievat EXP-399 functioneert niet correct. Gekalibreerd volgens SOP-328, resultaten binnen spec.",0.8,0.7,1.1,160.0,50.0,210.0,0
WO-00938,2024-04-19,POM-355,pomp,mechanisch,Unit_200,correctief,hoog,cavitatie,"Alarming op DCS voor POM-355: cavitatie gedetecteerd. Elektrische metingen uitgevoerd: isolatie 396.6975948105053 MOhm, binnen spec.",0.9,6.9,9.3,441.0,395.0,836.0,0
WO-00939,2025-08-01,VEN-987,ventilator,mechanisch,Unit_400,preventief,medium,lekkage,"Storing op VEN-987 (ventilator) in Unit_400. Symptoom: lekkage. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.7,1.6,0.5,113.0,115.0,228.0,0
WO-00940,2025-03-14,COM-652,compressor,mechanisch,Utiliteiten,preventief,medium,trillingen hoog,"Operator meldt abnormaal geluid/trilling bij COM-652 (compressor). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",18.5,9.1,2.7,92.0,704.0,796.0,0
WO-00941,2025-10-25,SEN-286,sensor,elektrisch,Unit_200,inspectie,medium,breuk,"Storing op SEN-286 (sensor) in Unit_200. Symptoom: breuk. Onderdeel besteld, verwachte levertijd 29 dagen. Bypass ingeschakeld.",48.5,1.1,0.3,353.0,73.0,426.0,0
WO-00942,2025-10-03,CEN-480,centrifuge,mechanisch,Unit_300,verbetering,medium,defect,"Operator meldt abnormaal geluid/trilling bij CEN-480 (centrifuge). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",2.0,2.7,0.8,241.0,181.0,422.0,0
WO-00943,2025-10-13,EXP-516,expansievat,piping,Unit_200,inspectie,medium,lekkage,Operator meldt abnormaal geluid/trilling bij EXP-516 (expansievat). Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,1.2,2.3,0.7,706.0,159.0,864.0,0
WO-00944,2024-11-16,KLE-853,klep,instrumentatie,Unit_100,predictief,medium,erosie,"Storing op KLE-853 (klep) in Unit_100. Symptoom: erosie. Vervangen door nieuw onderdeel, getest en vrijgegeven.",11.9,5.6,1.7,126.0,283.0,409.0,1
WO-00945,2025-10-21,FLO-872,flowmeter,instrumentatie,Unit_200,predictief,kritiek,veroudering,"Operator meldt abnormaal geluid/trilling bij FLO-872 (flowmeter). Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.3,6.0,1.8,96.0,351.0,447.0,0
WO-00946,2024-06-07,NIV-877,niveaumeter,instrumentatie,Utiliteiten,predictief,hoog,slijtage,Alarming op DCS voor NIV-877: slijtage gedetecteerd. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,6.4,0.2,0.1,270.0,15.0,285.0,0
WO-00947,2024-08-23,TRA-436,transportband,mechanisch,Unit_100,inspectie,hoog,defect,Melding ontvangen: transportband TRA-436 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 19.983094377753826 bar.,22.3,4.9,1.5,98.0,276.0,374.0,0
WO-00948,2024-10-06,VEN-121,ventilator,mechanisch,Unit_400,verbetering,medium,slijtage,"Operator meldt abnormaal geluid/trilling bij VEN-121 (ventilator). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",32.6,8.5,2.6,206.0,436.0,642.0,0
WO-00949,2024-07-27,DRU-397,druktransmitter,instrumentatie,Unit_300,preventief,medium,storing,"Tijdens ronde geconstateerd: storing bij DRU-397. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",68.0,4.6,1.4,421.0,300.0,721.0,1
WO-00950,2025-04-11,TEM-973,temperatuursensor,instrumentatie,Unit_300,correctief,hoog,defect,Alarming op DCS voor TEM-973: defect gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 7.687027530523617 bar.,12.4,2.0,1.1,146.0,107.0,253.0,0
WO-00951,2025-04-02,EXP-665,expansievat,piping,Unit_200,verbetering,laag,slijtage,"Operator meldt abnormaal geluid/trilling bij EXP-665 (expansievat). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",22.5,6.1,1.8,111.0,413.0,524.0,0
WO-00952,2025-04-12,NIV-118,niveaumeter,instrumentatie,Unit_200,correctief,medium,slijtage,Alarming op DCS voor NIV-118: slijtage gedetecteerd. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,52.5,4.8,6.6,223.0,324.0,546.0,0
WO-00953,2025-10-24,SCH-739,schakelaar,elektrisch,Unit_300,predictief,kritiek,lekkage,"Alarming op DCS voor SCH-739: lekkage gedetecteerd. Onderdeel besteld, verwachte levertijd 24 dagen. Bypass ingeschakeld.",0.2,3.8,1.1,160.0,252.0,412.0,0
WO-00954,2024-11-24,PLC-142,PLC,elektrisch,Unit_300,correctief,medium,veroudering,Melding ontvangen: PLC PLC-142 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 31.81817895775991 bar.,11.5,1.8,2.6,388.0,109.0,497.0,1
WO-00955,2025-05-28,ROE-501,roerder,mechanisch,Unit_200,correctief,hoog,storing,"Melding ontvangen: roerder ROE-501 functioneert niet correct. Elektrische metingen uitgevoerd: isolatie 458.0284993225371 MOhm, binnen spec.",0.1,1.6,0.9,169.0,110.0,279.0,0
WO-00956,2025-05-22,COM-343,compressor,mechanisch,Unit_400,correctief,medium,surge,"Melding ontvangen: compressor COM-343 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",18.8,0.3,0.5,180.0,19.0,199.0,0
WO-00957,2025-06-02,FLO-501,flowmeter,instrumentatie,Unit_400,predictief,laag,storing,"Storing op FLO-501 (flowmeter) in Unit_400. Symptoom: storing. Vervangen door nieuw onderdeel, getest en vrijgegeven.",59.1,5.5,1.6,66.0,421.0,488.0,0
WO-00958,2024-03-25,SEN-216,sensor,elektrisch,Unit_100,preventief,medium,kortsluiting,Melding ontvangen: sensor SEN-216 functioneert niet correct. Root cause analyse uitgevoerd: kortsluiting. Preventieve maatregel ingevoerd.,5.8,1.0,0.3,432.0,66.0,498.0,0
WO-00959,2024-08-05,ROE-277,roerder,mechanisch,Unit_100,preventief,medium,lekkage,"Alarming op DCS voor ROE-277: lekkage gedetecteerd. Onderdeel besteld, verwachte levertijd 17 dagen. Bypass ingeschakeld.",39.7,6.5,1.9,214.0,422.0,636.0,0
WO-00960,2024-04-03,CEN-472,centrifuge,mechanisch,Utiliteiten,inspectie,medium,defect,"Tijdens ronde geconstateerd: defect bij CEN-472. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.0,1.6,0.5,286.0,120.0,405.0,0
WO-00961,2025-03-26,APP-991,appendage,piping,Unit_300,inspectie,medium,slijtage,"Melding ontvangen: appendage APP-991 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",18.1,1.9,0.6,128.0,108.0,236.0,0
WO-00962,2024-08-06,ROE-310,roerder,mechanisch,Unit_200,correctief,hoog,lekkage,Operator meldt abnormaal geluid/trilling bij ROE-310 (roerder). Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,1.4,0.6,0.8,97.0,39.0,136.0,0
WO-00963,2024-09-24,MOT-954,motor,elektrisch,Unit_100,verbetering,medium,lager defect,"Storing op MOT-954 (motor) in Unit_100. Symptoom: lager defect. Vervangen door nieuw onderdeel, getest en vrijgegeven.",10.8,4.5,1.3,62.0,283.0,345.0,0
WO-00964,2025-07-12,ANA-433,analyzer,instrumentatie,Unit_300,preventief,kritiek,veroudering,Melding ontvangen: analyzer ANA-433 functioneert niet correct. Root cause analyse uitgevoerd: veroudering. Preventieve maatregel ingevoerd.,0.1,5.2,1.5,149.0,271.0,420.0,0
WO-00965,2024-07-14,KLE-675,klep,instrumentatie,Unit_100,correctief,hoog,actuator defect,"Tijdens ronde geconstateerd: actuator defect bij KLE-675. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.0,0.7,0.4,160.0,49.0,210.0,1
WO-00966,2025-07-26,VEN-847,ventilator,mechanisch,Utiliteiten,predictief,laag,lekkage,"Alarming op DCS voor VEN-847: lekkage gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",43.1,0.8,0.2,105.0,57.0,162.0,0
WO-00967,2025-08-01,PLC-607,PLC,elektrisch,Unit_400,verbetering,hoog,lekkage,"Operator meldt abnormaal geluid/trilling bij PLC-607 (PLC). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",3.5,24.0,7.2,504.0,1838.0,2342.0,0
WO-00968,2024-10-09,KLE-880,klep,instrumentatie,Unit_200,correctief,hoog,lekkage,"Melding ontvangen: klep KLE-880 functioneert niet correct. Onderdeel besteld, verwachte levertijd 12 dagen. Bypass ingeschakeld.",0.9,5.8,3.7,170.0,381.0,551.0,0
WO-00969,2025-03-29,NIV-986,niveaumeter,instrumentatie,Unit_100,correctief,hoog,lekkage,"Alarming op DCS voor NIV-986: lekkage gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.3,6.1,7.5,446.0,402.0,848.0,0
WO-00970,2024-07-15,NIV-318,niveaumeter,instrumentatie,Utiliteiten,predictief,hoog,storing,"Alarming op DCS voor NIV-318: storing gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",4.3,1.0,0.3,129.0,52.0,181.0,0
WO-00971,2025-12-02,LEI-811,leiding,piping,Unit_400,correctief,hoog,storing,"Alarming op DCS voor LEI-811: storing gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",10.1,4.7,6.1,722.0,345.0,1067.0,0
WO-00972,2024-11-17,PAK-320,pakking,piping,Utiliteiten,verbetering,hoog,storing,"Melding ontvangen: pakking PAK-320 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",6.3,1.5,0.5,117.0,117.0,234.0,0
WO-00973,2024-09-28,POM-931,pomp,mechanisch,Unit_400,correctief,laag,lager defect,"Operator meldt abnormaal geluid/trilling bij POM-931 (pomp). Gekalibreerd volgens SOP-137, resultaten binnen spec.",48.5,2.2,2.4,200.0,109.0,309.0,0
WO-00974,2025-07-13,TRA-294,transformator,elektrisch,Unit_100,inspectie,laag,veroudering,"Melding ontvangen: transformator TRA-294 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",143.8,1.9,0.6,98.0,130.0,228.0,1
WO-00975,2024-03-19,KLE-955,klep,instrumentatie,Unit_400,preventief,medium,actuator defect,"Operator meldt abnormaal geluid/trilling bij KLE-955 (klep). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",26.2,1.0,0.3,324.0,65.0,389.0,0
WO-00976,2024-10-21,MOT-143,motor,elektrisch,Unit_100,verbetering,medium,oververhitting,"Alarming op DCS voor MOT-143: oververhitting gedetecteerd. Gekalibreerd volgens SOP-727, resultaten binnen spec.",2.0,4.7,1.4,61.0,330.0,392.0,1
WO-00977,2025-12-02,TEM-780,temperatuursensor,instrumentatie,Unit_400,correctief,laag,lekkage,"Operator meldt abnormaal geluid/trilling bij TEM-780 (temperatuursensor). Vervangen door nieuw onderdeel, getest en vrijgegeven.",23.4,12.1,10.3,307.0,781.0,1088.0,0
